"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"887","0408","1kmE4043N2961","Lorentzweiler",0.0625,345,4278,0.0806451612903226
"886","0408","1kmE4043N2962","Lorentzweiler",0.0625,12,4278,0.00280504908835905
"865","0407","1kmE4043N2963","Lintgen",0.0625,45,3580,0.0125698324022346
"861","0407","1kmE4043N2964","Lintgen",0.0625,0,3580,0
"863","0407","1kmE4043N2965","Lintgen",0.0625,0,3580,0
"933","0409","1kmE4043N2966","Mersch",0.0204081632653061,0,9956,0
"823","0404","1kmE4043N2967","Fischbach",0.0454545454545455,0,1258,0
"918","0409","1kmE4043N2968","Mersch",0.0204081632653061,3,9956,0.00030132583366814
"904","0409","1kmE4043N2969","Mersch",0.0204081632653061,14,9956,0.00140618722378465
"961","0410","1kmE4043N2970","Nommern",0.0434782608695652,26,1446,0.0179806362378976
"950","0410","1kmE4043N2971","Nommern",0.0434782608695652,0,1446,0
"963","0410","1kmE4043N2972","Nommern",0.0434782608695652,3,1446,0.0020746887966805
"954","0410","1kmE4043N2973","Nommern",0.0434782608695652,0,1446,0
"947","0410","1kmE4043N2974","Nommern",0.0434782608695652,5,1446,0.00345781466113416
"1521","0609","1kmE4043N2975","Schieren",0.0909090909090909,0,2620,0
"1520","0609","1kmE4043N2976","Schieren",0.0909090909090909,0,2620,0
"1431","0604","1kmE4043N2977","Erpeldange-sur-Sûre",0.0555555555555556,0,2814,0
"1432","0604","1kmE4043N2978","Erpeldange-sur-Sûre",0.0555555555555556,387,2814,0.137526652452026
"1410","0603","1kmE4043N2979","Diekirch",0.0769230769230769,93,7176,0.0129598662207358
"1418","0603","1kmE4043N2980","Diekirch",0.0769230769230769,86,7176,0.011984392419175
"1416","0603","1kmE4043N2981","Diekirch",0.0769230769230769,0,7176,0
"1412","0603","1kmE4043N2982","Diekirch",0.0769230769230769,6,7176,0.000836120401337793
"2133","0901","1kmE4043N2983","Tandel",0.0227272727272727,4,2364,0.00169204737732657
"2150","0901","1kmE4043N2984","Tandel",0.0227272727272727,171,2364,0.0723350253807107
"2151","0901","1kmE4043N2985","Tandel",0.0227272727272727,116,2364,0.0490693739424704
"2141","0901","1kmE4043N2986","Tandel",0.0227272727272727,77,2364,0.0325719120135364
"2140","0901","1kmE4043N2987","Tandel",0.0227272727272727,0,2364,0
"2194","0902","1kmE4043N2988","Putscheid",0.032258064516129,34,1277,0.0266249021143305
"2189","0902","1kmE4043N2989","Putscheid",0.032258064516129,23,1277,0.0180109631949883
"2175","0902","1kmE4043N2990","Putscheid",0.032258064516129,82,1277,0.0642129992169146
"2176","0902","1kmE4043N2991","Putscheid",0.032258064516129,0,1277,0
"1262","0503","1kmE4043N2992","Parc Hosingen",0.0125,136,3890,0.0349614395886889
"1245","0503","1kmE4043N2993","Parc Hosingen",0.0125,100,3890,0.025706940874036
"1233","0503","1kmE4043N2994","Parc Hosingen",0.0125,0,3890,0
"1199","0503","1kmE4043N2995","Parc Hosingen",0.0125,0,3890,0
"1236","0503","1kmE4043N2996","Parc Hosingen",0.0125,0,3890,0
"1237","0503","1kmE4043N2997","Parc Hosingen",0.0125,0,3890,0
"1211","0503","1kmE4043N2998","Parc Hosingen",0.0125,57,3890,0.0146529562982005
"1218","0503","1kmE4043N2999","Parc Hosingen",0.0125,62,3890,0.0159383033419023
"1185","0503","1kmE4043N3000","Parc Hosingen",0.0125,44,3890,0.0113110539845758
"1192","0503","1kmE4043N3001","Parc Hosingen",0.0125,0,3890,0
"968","0501","1kmE4043N3002","Clervaux",0.010989010989011,0,5725,0
"980","0501","1kmE4043N3003","Clervaux",0.010989010989011,0,5725,0
"982","0501","1kmE4043N3004","Clervaux",0.010989010989011,0,5725,0
"996","0501","1kmE4043N3005","Clervaux",0.010989010989011,5,5725,0.000873362445414847
"994","0501","1kmE4043N3006","Clervaux",0.010989010989011,9,5725,0.00157205240174672
"1037","0501","1kmE4043N3007","Clervaux",0.010989010989011,0,5725,0
"1034","0501","1kmE4043N3008","Clervaux",0.010989010989011,56,5725,0.00978165938864629
"1008","0501","1kmE4043N3009","Clervaux",0.010989010989011,0,5725,0
"1341","0505","1kmE4043N3010","Weiswampach",0.024390243902439,0,2213,0
"1331","0505","1kmE4043N3011","Weiswampach",0.024390243902439,0,2213,0
"1315","0505","1kmE4043N3012","Weiswampach",0.024390243902439,45,2213,0.0203343877089923
"1340","0505","1kmE4043N3013","Weiswampach",0.024390243902439,0,2213,0
"329","0205","1kmE4044N2939","Frisange",0.037037037037037,86,5345,0.016089803554724
"312","0205","1kmE4044N2940","Frisange",0.037037037037037,379,5345,0.0709073900841908
"320","0205","1kmE4044N2941","Frisange",0.037037037037037,239,5345,0.0447146866230122
"727","0311","1kmE4044N2942","Weiler-la-Tour",0.0526315789473684,4,2513,0.00159172304019101
"721","0311","1kmE4044N2943","Weiler-la-Tour",0.0526315789473684,0,2513,0
"724","0311","1kmE4044N2944","Weiler-la-Tour",0.0526315789473684,50,2513,0.0198965380023876
"543","0303","1kmE4044N2945","Hesperange",0.037037037037037,0,15052,0
"554","0303","1kmE4044N2946","Hesperange",0.037037037037037,57,15052,0.00378687217645496
"540","0303","1kmE4044N2947","Hesperange",0.037037037037037,6,15052,0.000398618123837364
"547","0303","1kmE4044N2948","Hesperange",0.037037037037037,1458,15052,0.0968642040924794
"548","0303","1kmE4044N2949","Hesperange",0.037037037037037,263,15052,0.0174727610948711
"542","0303","1kmE4044N2950","Hesperange",0.037037037037037,0,15052,0
"563","0304","1kmE4044N2951","Luxembourg",0.0185185185185185,587,128900,0.00455391776570985
"566","0304","1kmE4044N2952","Luxembourg",0.0185185185185185,5019,128900,0.0389371605896043
"568","0304","1kmE4044N2953","Luxembourg",0.0185185185185185,2091,128900,0.01622187742436
"627","0305","1kmE4044N2954","Niederanven",0.025,1456,7911,0.184047528757426
"623","0305","1kmE4044N2955","Niederanven",0.025,0,7911,0
"703","0308","1kmE4044N2956","Steinsel",0.0434782608695652,0,5669,0
"689","0308","1kmE4044N2957","Steinsel",0.0434782608695652,0,5669,0
"702","0308","1kmE4044N2958","Steinsel",0.0434782608695652,0,5669,0
"682","0308","1kmE4044N2959","Steinsel",0.0434782608695652,0,5669,0
"889","0408","1kmE4044N2960","Lorentzweiler",0.0625,80,4278,0.018700327255727
"884","0408","1kmE4044N2961","Lorentzweiler",0.0625,492,4278,0.115007012622721
"880","0408","1kmE4044N2962","Lorentzweiler",0.0625,4,4278,0.000935016362786349
"876","0407","1kmE4044N2963","Lintgen",0.0625,0,3580,0
"870","0407","1kmE4044N2964","Lintgen",0.0625,0,3580,0
"871","0407","1kmE4044N2965","Lintgen",0.0625,0,3580,0
"822","0404","1kmE4044N2966","Fischbach",0.0454545454545455,98,1258,0.0779014308426073
"821","0404","1kmE4044N2967","Fischbach",0.0454545454545455,98,1258,0.0779014308426073
"813","0404","1kmE4044N2968","Fischbach",0.0454545454545455,481,1258,0.382352941176471
"812","0404","1kmE4044N2969","Fischbach",0.0454545454545455,0,1258,0
"957","0410","1kmE4044N2970","Nommern",0.0434782608695652,1,1446,0.000691562932226833
"960","0410","1kmE4044N2971","Nommern",0.0434782608695652,13,1446,0.00899031811894882
"951","0410","1kmE4044N2972","Nommern",0.0434782608695652,77,1446,0.0532503457814661
"945","0410","1kmE4044N2973","Nommern",0.0434782608695652,327,1446,0.226141078838174
"955","0410","1kmE4044N2974","Nommern",0.0434782608695652,0,1446,0
"1552","0610","1kmE4044N2975","Vallée de l'Ernz",0.024390243902439,0,3146,0
"1554","0610","1kmE4044N2976","Vallée de l'Ernz",0.024390243902439,0,3146,0
"1421","0603","1kmE4044N2977","Diekirch",0.0769230769230769,3,7176,0.000418060200668896
"1417","0603","1kmE4044N2978","Diekirch",0.0769230769230769,0,7176,0
"1411","0603","1kmE4044N2979","Diekirch",0.0769230769230769,1667,7176,0.232302118171683
"1414","0603","1kmE4044N2980","Diekirch",0.0769230769230769,2111,7176,0.29417502787068
"1413","0603","1kmE4044N2981","Diekirch",0.0769230769230769,15,7176,0.00209030100334448
"2134","0901","1kmE4044N2982","Tandel",0.0227272727272727,0,2364,0
"2142","0901","1kmE4044N2983","Tandel",0.0227272727272727,0,2364,0
"2131","0901","1kmE4044N2984","Tandel",0.0227272727272727,40,2364,0.0169204737732657
"2167","0901","1kmE4044N2985","Tandel",0.0227272727272727,4,2364,0.00169204737732657
"2152","0901","1kmE4044N2986","Tandel",0.0227272727272727,0,2364,0
"2137","0901","1kmE4044N2987","Tandel",0.0227272727272727,0,2364,0
"2138","0901","1kmE4044N2988","Tandel",0.0227272727272727,34,2364,0.0143824027072758
"2190","0902","1kmE4044N2989","Putscheid",0.032258064516129,0,1277,0
"2185","0902","1kmE4044N2990","Putscheid",0.032258064516129,91,1277,0.0712607674236492
"2179","0902","1kmE4044N2991","Putscheid",0.032258064516129,0,1277,0
"1189","0503","1kmE4044N2992","Parc Hosingen",0.0125,0,3890,0
"1184","0503","1kmE4044N2993","Parc Hosingen",0.0125,0,3890,0
"1187","0503","1kmE4044N2994","Parc Hosingen",0.0125,132,3890,0.0339331619537275
"1228","0503","1kmE4044N2995","Parc Hosingen",0.0125,177,3890,0.0455012853470437
"1261","0503","1kmE4044N2996","Parc Hosingen",0.0125,26,3890,0.00668380462724936
"1255","0503","1kmE4044N2997","Parc Hosingen",0.0125,0,3890,0
"1234","0503","1kmE4044N2998","Parc Hosingen",0.0125,0,3890,0
"1208","0503","1kmE4044N2999","Parc Hosingen",0.0125,47,3890,0.0120822622107969
"1031","0501","1kmE4044N3002","Clervaux",0.010989010989011,29,5725,0.00506550218340611
"1038","0501","1kmE4044N3003","Clervaux",0.010989010989011,0,5725,0
"1020","0501","1kmE4044N3005","Clervaux",0.010989010989011,0,5725,0
"1010","0501","1kmE4044N3006","Clervaux",0.010989010989011,0,5725,0
"992","0501","1kmE4044N3007","Clervaux",0.010989010989011,0,5725,0
"972","0501","1kmE4044N3008","Clervaux",0.010989010989011,7,5725,0.00122270742358079
"987","0501","1kmE4044N3009","Clervaux",0.010989010989011,0,5725,0
"1319","0505","1kmE4044N3011","Weiswampach",0.024390243902439,0,2213,0
"311","0205","1kmE4045N2939","Frisange",0.037037037037037,243,5345,0.0454630495790458
"313","0205","1kmE4045N2940","Frisange",0.037037037037037,1215,5345,0.227315247895229
"327","0205","1kmE4045N2941","Frisange",0.037037037037037,403,5345,0.0753975678203929
"723","0311","1kmE4045N2942","Weiler-la-Tour",0.0526315789473684,0,2513,0
"732","0311","1kmE4045N2943","Weiler-la-Tour",0.0526315789473684,245,2513,0.0974930362116992
"722","0311","1kmE4045N2944","Weiler-la-Tour",0.0526315789473684,11,2513,0.00437723836052527
"738","0311","1kmE4045N2945","Weiler-la-Tour",0.0526315789473684,0,2513,0
"545","0303","1kmE4045N2946","Hesperange",0.037037037037037,0,15052,0
"546","0303","1kmE4045N2947","Hesperange",0.037037037037037,0,15052,0
"536","0303","1kmE4045N2948","Hesperange",0.037037037037037,9,15052,0.000597927185756046
"549","0303","1kmE4045N2949","Hesperange",0.037037037037037,0,15052,0
"553","0303","1kmE4045N2950","Hesperange",0.037037037037037,0,15052,0
"580","0304","1kmE4045N2951","Luxembourg",0.0185185185185185,5,128900,3.87897595034911e-05
"582","0304","1kmE4045N2952","Luxembourg",0.0185185185185185,329,128900,0.00255236617532971
"617","0305","1kmE4045N2953","Niederanven",0.025,68,7911,0.00859562634306662
"618","0305","1kmE4045N2954","Niederanven",0.025,0,7911,0
"632","0305","1kmE4045N2955","Niederanven",0.025,0,7911,0
"629","0305","1kmE4045N2956","Niederanven",0.025,1,7911,0.00012640626975098
"688","0308","1kmE4045N2957","Steinsel",0.0434782608695652,0,5669,0
"695","0308","1kmE4045N2958","Steinsel",0.0434782608695652,0,5669,0
"687","0308","1kmE4045N2959","Steinsel",0.0434782608695652,0,5669,0
"2561","1105","1kmE4045N2960","Junglinster",0.0175438596491228,223,8450,0.0263905325443787
"882","0408","1kmE4045N2961","Lorentzweiler",0.0625,4,4278,0.000935016362786349
"879","0408","1kmE4045N2962","Lorentzweiler",0.0625,6,4278,0.00140252454417952
"830","0404","1kmE4045N2963","Fischbach",0.0454545454545455,0,1258,0
"874","0407","1kmE4045N2964","Lintgen",0.0625,2,3580,0.000558659217877095
"820","0404","1kmE4045N2965","Fischbach",0.0454545454545455,0,1258,0
"810","0404","1kmE4045N2966","Fischbach",0.0454545454545455,86,1258,0.068362480127186
"811","0404","1kmE4045N2967","Fischbach",0.0454545454545455,64,1258,0.0508744038155803
"815","0404","1kmE4045N2968","Fischbach",0.0454545454545455,0,1258,0
"852","0406","1kmE4045N2969","Larochette",0.0714285714285714,0,1996,0
"847","0406","1kmE4045N2970","Larochette",0.0714285714285714,0,1996,0
"958","0410","1kmE4045N2971","Nommern",0.0434782608695652,225,1446,0.155601659751037
"953","0410","1kmE4045N2972","Nommern",0.0434782608695652,75,1446,0.0518672199170125
"959","0410","1kmE4045N2973","Nommern",0.0434782608695652,0,1446,0
"964","0410","1kmE4045N2974","Nommern",0.0434782608695652,0,1446,0
"1548","0610","1kmE4045N2975","Vallée de l'Ernz",0.024390243902439,427,3146,0.135727908455181
"1530","0610","1kmE4045N2976","Vallée de l'Ernz",0.024390243902439,0,3146,0
"1371","0601","1kmE4045N2977","Bettendorf",0.0454545454545455,10,3041,0.00328839197632358
"1372","0601","1kmE4045N2978","Bettendorf",0.0454545454545455,7,3041,0.0023018743834265
"1420","0603","1kmE4045N2979","Diekirch",0.0769230769230769,1001,7176,0.139492753623188
"1415","0603","1kmE4045N2980","Diekirch",0.0769230769230769,1674,7176,0.233277591973244
"2145","0901","1kmE4045N2981","Tandel",0.0227272727272727,0,2364,0
"2132","0901","1kmE4045N2982","Tandel",0.0227272727272727,581,2364,0.245769881556684
"2147","0901","1kmE4045N2983","Tandel",0.0227272727272727,0,2364,0
"2157","0901","1kmE4045N2984","Tandel",0.0227272727272727,0,2364,0
"2173","0901","1kmE4045N2985","Tandel",0.0227272727272727,0,2364,0
"2169","0901","1kmE4045N2986","Tandel",0.0227272727272727,2,2364,0.000846023688663283
"2159","0901","1kmE4045N2987","Tandel",0.0227272727272727,9,2364,0.00380710659898477
"2220","0903","1kmE4045N2988","Vianden",0.0666666666666667,7,2282,0.00306748466257669
"2202","0902","1kmE4045N2989","Putscheid",0.032258064516129,0,1277,0
"2178","0902","1kmE4045N2990","Putscheid",0.032258064516129,13,1277,0.0101801096319499
"2204","0902","1kmE4045N2991","Putscheid",0.032258064516129,22,1277,0.0172278778386844
"1263","0503","1kmE4045N2992","Parc Hosingen",0.0125,0,3890,0
"1259","0503","1kmE4045N2993","Parc Hosingen",0.0125,27,3890,0.00694087403598972
"1251","0503","1kmE4045N2994","Parc Hosingen",0.0125,8,3890,0.00205655526992288
"1254","0503","1kmE4045N2995","Parc Hosingen",0.0125,29,3890,0.00745501285347044
"323","0205","1kmE4046N2939","Frisange",0.037037037037037,0,5345,0
"324","0205","1kmE4046N2940","Frisange",0.037037037037037,0,5345,0
"317","0205","1kmE4046N2941","Frisange",0.037037037037037,13,5345,0.00243217960710945
"736","0311","1kmE4046N2942","Weiler-la-Tour",0.0526315789473684,0,2513,0
"733","0311","1kmE4046N2943","Weiler-la-Tour",0.0526315789473684,513,2513,0.204138479904497
"734","0311","1kmE4046N2944","Weiler-la-Tour",0.0526315789473684,890,2513,0.354158376442499
"739","0311","1kmE4046N2945","Weiler-la-Tour",0.0526315789473684,45,2513,0.0179068842021488
"731","0311","1kmE4046N2946","Weiler-la-Tour",0.0526315789473684,0,2513,0
"520","0302","1kmE4046N2947","Contern",0.0476190476190476,0,3782,0
"534","0302","1kmE4046N2948","Contern",0.0476190476190476,0,3782,0
"560","0303","1kmE4046N2949","Hesperange",0.037037037037037,0,15052,0
"541","0303","1kmE4046N2950","Hesperange",0.037037037037037,39,15052,0.00259101780494286
"664","0306","1kmE4046N2951","Sandweiler",0.125,22,3767,0.00584019113352801
"661","0306","1kmE4046N2952","Sandweiler",0.125,4,3767,0.00106185293336873
"653","0305","1kmE4046N2953","Niederanven",0.025,70,7911,0.00884843888256858
"651","0305","1kmE4046N2954","Niederanven",0.025,0,7911,0
"640","0305","1kmE4046N2955","Niederanven",0.025,0,7911,0
"635","0305","1kmE4046N2956","Niederanven",0.025,0,7911,0
"642","0305","1kmE4046N2957","Niederanven",0.025,0,7911,0
"697","0308","1kmE4046N2958","Steinsel",0.0434782608695652,0,5669,0
"683","0308","1kmE4046N2959","Steinsel",0.0434782608695652,0,5669,0
"2554","1105","1kmE4046N2960","Junglinster",0.0175438596491228,83,8450,0.00982248520710059
"2534","1105","1kmE4046N2961","Junglinster",0.0175438596491228,273,8450,0.0323076923076923
"2532","1105","1kmE4046N2962","Junglinster",0.0175438596491228,0,8450,0
"819","0404","1kmE4046N2963","Fischbach",0.0454545454545455,0,1258,0
"817","0404","1kmE4046N2964","Fischbach",0.0454545454545455,3,1258,0.00238473767885533
"814","0404","1kmE4046N2965","Fischbach",0.0454545454545455,0,1258,0
"825","0404","1kmE4046N2966","Fischbach",0.0454545454545455,382,1258,0.303656597774245
"826","0404","1kmE4046N2967","Fischbach",0.0454545454545455,0,1258,0
"851","0406","1kmE4046N2968","Larochette",0.0714285714285714,0,1996,0
"860","0406","1kmE4046N2969","Larochette",0.0714285714285714,1,1996,0.000501002004008016
"854","0406","1kmE4046N2970","Larochette",0.0714285714285714,2,1996,0.00100200400801603
"853","0406","1kmE4046N2971","Larochette",0.0714285714285714,0,1996,0
"952","0410","1kmE4046N2972","Nommern",0.0434782608695652,14,1446,0.00968188105117566
"962","0410","1kmE4046N2973","Nommern",0.0434782608695652,0,1446,0
"956","0410","1kmE4046N2974","Nommern",0.0434782608695652,0,1446,0
"1525","0610","1kmE4046N2975","Vallée de l'Ernz",0.024390243902439,101,3146,0.0321042593769866
"1532","0610","1kmE4046N2976","Vallée de l'Ernz",0.024390243902439,0,3146,0
"1546","0610","1kmE4046N2977","Vallée de l'Ernz",0.024390243902439,0,3146,0
"1351","0601","1kmE4046N2978","Bettendorf",0.0454545454545455,36,3041,0.0118382111147649
"1358","0601","1kmE4046N2979","Bettendorf",0.0454545454545455,975,3041,0.320618217691549
"1422","0603","1kmE4046N2980","Diekirch",0.0769230769230769,520,7176,0.072463768115942
"2168","0901","1kmE4046N2981","Tandel",0.0227272727272727,4,2364,0.00169204737732657
"2166","0901","1kmE4046N2982","Tandel",0.0227272727272727,12,2364,0.0050761421319797
"2144","0901","1kmE4046N2983","Tandel",0.0227272727272727,114,2364,0.0482233502538071
"2156","0901","1kmE4046N2984","Tandel",0.0227272727272727,0,2364,0
"2161","0901","1kmE4046N2985","Tandel",0.0227272727272727,5,2364,0.00211505922165821
"2148","0901","1kmE4046N2986","Tandel",0.0227272727272727,51,2364,0.0215736040609137
"2154","0901","1kmE4046N2987","Tandel",0.0227272727272727,0,2364,0
"2209","0903","1kmE4046N2988","Vianden",0.0666666666666667,0,2282,0
"2188","0902","1kmE4046N2989","Putscheid",0.032258064516129,0,1277,0
"2193","0902","1kmE4046N2990","Putscheid",0.032258064516129,141,1277,0.110415035238841
"2187","0902","1kmE4046N2991","Putscheid",0.032258064516129,70,1277,0.0548159749412686
"1256","0503","1kmE4046N2992","Parc Hosingen",0.0125,0,3890,0
"1235","0503","1kmE4046N2993","Parc Hosingen",0.0125,3,3890,0.00077120822622108
"335","0205","1kmE4047N2939","Frisange",0.037037037037037,0,5345,0
"330","0205","1kmE4047N2940","Frisange",0.037037037037037,175,5345,0.0327408793264733
"321","0205","1kmE4047N2941","Frisange",0.037037037037037,1294,5345,0.242095416276894
"331","0205","1kmE4047N2942","Frisange",0.037037037037037,7,5345,0.00130963517305893
"726","0311","1kmE4047N2943","Weiler-la-Tour",0.0526315789473684,0,2513,0
"725","0311","1kmE4047N2944","Weiler-la-Tour",0.0526315789473684,24,2513,0.00955033824114604
"730","0311","1kmE4047N2945","Weiler-la-Tour",0.0526315789473684,362,2513,0.144050935137286
"729","0311","1kmE4047N2946","Weiler-la-Tour",0.0526315789473684,355,2513,0.141265419816952
"516","0302","1kmE4047N2947","Contern",0.0476190476190476,288,3782,0.0761501850872554
"525","0302","1kmE4047N2948","Contern",0.0476190476190476,279,3782,0.0737704918032787
"522","0302","1kmE4047N2949","Contern",0.0476190476190476,5,3782,0.00132205182443152
