"","CELLCODE","maxm2LAU2","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2","SumSurf2012_m2","SumSurf2018_m2","LAU2Surf2012_m2","LAU2Surf2018_m2","Urban2012_sh_of_LAU2","Urban2018_sh_of_LAU2","artifLand_capita18"
"2794","1kmE4052N2946","1208","Waldbredimus",0.0833333333333333,375,1257,0.298329355608592,43065.3818479082,43065.3818478961,205851.94133695,228759.15560136,0.209205614327515,0.188256429495406,114.841018261056
"2791","1kmE4052N2947","1208","Waldbredimus",0.0833333333333333,0,1257,0,383.718602351844,383.718602351844,205851.94133695,228759.15560136,0.0018640514141363,0.00167739123421368,Inf
"518","1kmE4052N2948","0302","Contern",0.0476190476190476,0,3782,0,0,0,635666.045608917,642937.871664454,0,0,NA
"515","1kmE4052N2949","0302","Contern",0.0476190476190476,0,3782,0,0,0,635666.045608917,642937.871664454,0,0,NA
"2689","1kmE4052N2950","1203","Lenningen",0.05,5,2071,0.00241429261226461,0,0,338619.636837066,338619.636837072,0,0,0
"665","1kmE4052N2951","0307","Schuttrange",0.0588235294117647,0,4449,0,0,0,616147.382733539,679150.124033155,0,0,NA
"671","1kmE4052N2952","0307","Schuttrange",0.0588235294117647,35,4449,0.00786693639020005,12064.8259742543,12064.8259742543,616147.382733539,679150.124033155,0.0195810715298809,0.0177645936403677,344.709313550123
"678","1kmE4052N2953","0307","Schuttrange",0.0588235294117647,521,4449,0.117104967408406,92340.4199208845,92340.4199208845,616147.382733539,679150.124033155,0.149867422159965,0.135964666210348,177.236890443157
"681","1kmE4052N2954","0307","Schuttrange",0.0588235294117647,7,4449,0.00157338727804001,0,0,616147.382733539,679150.124033155,0,0,0
"625","1kmE4052N2955","0305","Niederanven",0.025,0,7911,0,0,0,1132628.69762031,1170500.94699765,0,0,NA
"633","1kmE4052N2956","0305","Niederanven",0.025,0,7911,0,0,0,1132628.69762031,1170500.94699765,0,0,NA
"2435","1kmE4052N2957","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2560","1kmE4052N2958","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2542","1kmE4052N2959","1105","Junglinster",0.0175438596491228,2,8450,0.000236686390532544,0,0,1257879.62977237,1329891.2394113,0,0,0
"2527","1kmE4052N2960","1105","Junglinster",0.0175438596491228,3,8450,0.000355029585798817,0,0,1257879.62977237,1329891.2394113,0,0,0
"2555","1kmE4052N2961","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2547","1kmE4052N2962","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2539","1kmE4052N2963","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2530","1kmE4052N2964","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2523","1kmE4052N2965","1105","Junglinster",0.0175438596491228,11,8450,0.00130177514792899,3593.17456484422,3593.17456484422,1257879.62977237,1329891.2394113,0.00285653291443668,0.00270185595510411,326.652233167656
"2235","1kmE4052N2966","1002","Bech",0.0357142857142857,13,1400,0.00928571428571429,0,0,244058.506936777,249149.225529868,0,0,0
"843","1kmE4052N2967","0405","Heffingen",0.0625,0,1575,0,0,0,243548.859960426,258379.025857319,0,0,NA
"844","1kmE4052N2968","0405","Heffingen",0.0625,0,1575,0,0,0,243548.859960426,258379.025857319,0,0,NA
"2413","1kmE4052N2969","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2419","1kmE4052N2970","1008","Waldbillig",0.0434782608695652,528,1782,0.296296296296296,130174.449055423,134366.604430398,317654.227608265,322154.0488032,0.409799202219199,0.417088051289653,254.482205360603
"2406","1kmE4052N2971","1008","Waldbillig",0.0434782608695652,146,1782,0.0819304152637486,24506.8514547691,24814.5172747135,317654.227608265,322154.0488032,0.0771494578847263,0.0770268676333552,169.962447087079
"2402","1kmE4052N2972","1008","Waldbillig",0.0434782608695652,4,1782,0.00224466891133558,0,0,317654.227608265,322154.0488032,0,0,0
"2407","1kmE4052N2973","1008","Waldbillig",0.0434782608695652,4,1782,0.00224466891133558,0,0,317654.227608265,322154.0488032,0,0,0
"2227","1kmE4052N2974","1001","Beaufort",0.0769230769230769,33,2217,0.0148849797023004,4910.31847314294,4910.31847314294,223874.282491162,223874.282491162,0.0219333744747425,0.0219333744747425,148.79752948918
"2231","1kmE4052N2975","1001","Beaufort",0.0769230769230769,0,2217,0,0,0,223874.282491162,223874.282491162,0,0,NA
"1547","1kmE4052N2976","0610","Vallée de l'Ernz",0.024390243902439,122,3146,0.0387794024157661,18309.5896740906,18378.7597204472,389364.326532561,405476.813070863,0.0470243122608189,0.0453262902538283,150.645571479075
"1560","1kmE4052N2977","0610","Vallée de l'Ernz",0.024390243902439,172,3146,0.0546726001271456,7994.74585499354,18288.6203676078,389364.326532561,405476.813070863,0.0205328154384091,0.0451039856733106,106.329188183767
"1507","1kmE4052N2978","0608","Reisdorf",0.0476190476190476,2,2157,0.000927213722763097,0,0,243212.015435187,243212.015435187,0,0,0
"1509","1kmE4052N2979","0608","Reisdorf",0.0476190476190476,747,2157,0.346314325452017,92166.5673513231,92166.5673513231,243212.015435187,243212.015435187,0.378955649811982,0.378955649811982,123.382285610874
"1506","1kmE4052N2980","0608","Reisdorf",0.0476190476190476,43,2157,0.0199350950394066,7042.2983081989,7042.2983081989,243212.015435187,243212.015435187,0.0289553881439529,0.0289553881439529,163.77437926044
"1508","1kmE4052N2981","0608","Reisdorf",0.0476190476190476,121,2157,0.0560964302271674,14500.0245563956,14500.0245563956,243212.015435187,243212.015435187,0.0596188659941421,0.0596188659941421,119.83491368922
"2760","1kmE4053N2936","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2750","1kmE4053N2937","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2738","1kmE4053N2938","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2743","1kmE4053N2939","1206","Schengen",0.0263157894736842,6,4973,0.00120651518198271,545.621142185619,545.621142185619,897441.056229733,901113.270374324,0.000607974349288013,0.000605496734010994,90.9368570309365
"2717","1kmE4053N2940","1204","Mondorf-les-Bains",0.0625,146,5763,0.0253340274162762,31528.9816419065,32729.5522875189,649655.429222369,660339.98394561,0.0485318527694694,0.0495646986147287,224.175015667938
"2714","1kmE4053N2941","1204","Mondorf-les-Bains",0.0625,116,5763,0.0201284053444387,15969.3715979268,15969.3715979268,649655.429222369,660339.98394561,0.0245812947596575,0.0241835599633206,137.666996533852
"2672","1kmE4053N2942","1202","Dalheim",0.0555555555555556,6,2423,0.00247626908790755,0,0,434661.821774698,437788.369982373,0,0,0
"2662","1kmE4053N2943","1201","Bous",0.0666666666666667,0,1670,0,0,0,334476.086044649,337491.967494366,0,0,NA
"2664","1kmE4053N2944","1201","Bous",0.0666666666666667,0,1670,0,0,0,334476.086044649,337491.967494366,0,0,NA
"2790","1kmE4053N2945","1208","Waldbredimus",0.0833333333333333,20,1257,0.0159108989657916,4246.15760413734,4246.15760413734,205851.94133695,228759.15560136,0.0206272409993306,0.0185616946914106,212.307880206867
"2793","1kmE4053N2946","1208","Waldbredimus",0.0833333333333333,0,1257,0,0,0,205851.94133695,228759.15560136,0,0,NA
"2792","1kmE4053N2947","1208","Waldbredimus",0.0833333333333333,0,1257,0,0,0,205851.94133695,228759.15560136,0,0,NA
"535","1kmE4053N2948","0302","Contern",0.0476190476190476,0,3782,0,0,0,635666.045608917,642937.871664454,0,0,NA
"2695","1kmE4053N2949","1203","Lenningen",0.05,0,2071,0,0,0,338619.636837066,338619.636837072,0,0,NA
"2692","1kmE4053N2950","1203","Lenningen",0.05,0,2071,0,0,0,338619.636837066,338619.636837072,0,0,NA
"2696","1kmE4053N2951","1203","Lenningen",0.05,0,2071,0,0,0,338619.636837066,338619.636837072,0,0,NA
"679","1kmE4053N2952","0307","Schuttrange",0.0588235294117647,0,4449,0,0,0,616147.382733539,679150.124033155,0,0,NA
"674","1kmE4053N2953","0307","Schuttrange",0.0588235294117647,0,4449,0,0,0,616147.382733539,679150.124033155,0,0,NA
"2426","1kmE4053N2954","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2430","1kmE4053N2955","1101","Betzdorf",0.0384615384615385,129,4106,0.0314174378957623,21868.1621111044,21868.1621111044,602054.786225604,626765.021245185,0.0363225450763378,0.0348905273425425,169.520636520189
"2440","1kmE4053N2956","1101","Betzdorf",0.0384615384615385,423,4106,0.103019970774476,30904.8317285934,39569.7584287631,602054.786225604,626765.021245185,0.0513322581859064,0.0631333228362847,93.5455282003857
"2443","1kmE4053N2957","1101","Betzdorf",0.0384615384615385,416,4106,0.101315148563078,42847.050019107,43156.024668028,602054.786225604,626765.021245185,0.0711680249030547,0.0688551900715368,103.740443913529
"2439","1kmE4053N2958","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2522","1kmE4053N2959","1105","Junglinster",0.0175438596491228,188,8450,0.0222485207100592,40551.0242285032,47528.3957416733,1257879.62977237,1329891.2394113,0.0322376030811798,0.0357385584122747,252.810615647198
"2550","1kmE4053N2960","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2578","1kmE4053N2961","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2569","1kmE4053N2962","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2576","1kmE4053N2963","1105","Junglinster",0.0175438596491228,14,8450,0.00165680473372781,1968.46586406697,1968.46586406697,1257879.62977237,1329891.2394113,0.00156490797487767,0.0014801705626231,140.604704576212
"2573","1kmE4053N2964","1105","Junglinster",0.0175438596491228,19,8450,0.00224852071005917,4160.57431725252,4160.57431725252,1257879.62977237,1329891.2394113,0.00330760926465231,0.0031285071996521,218.977595644869
"2255","1kmE4053N2965","1002","Bech",0.0357142857142857,121,1400,0.0864285714285714,24297.1509157671,27621.0201458941,244058.506936777,249149.225529868,0.0995546159022485,0.110861352617702,228.27289376772
"2249","1kmE4053N2966","1002","Bech",0.0357142857142857,0,1400,0,0,0,244058.506936777,249149.225529868,0,0,NA
"2297","1kmE4053N2967","1004","Consdorf",0.0416666666666667,2,2188,0.000914076782449726,0,0,341791.767009834,348581.516025883,0,0,0
"2289","1kmE4053N2968","1004","Consdorf",0.0416666666666667,9,2188,0.00411334552102377,0,0,341791.767009834,348581.516025883,0,0,0
"2405","1kmE4053N2969","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2420","1kmE4053N2970","1008","Waldbillig",0.0434782608695652,130,1782,0.0729517396184063,37272.6669209603,37272.6669209603,317654.227608265,322154.0488032,0.117337229230664,0.115698272486185,286.712822468926
"2411","1kmE4053N2971","1008","Waldbillig",0.0434782608695652,543,1782,0.304713804713805,90607.4179994343,90607.4179994343,317654.227608265,322154.0488032,0.285239137793477,0.281254941032218,166.864489870045
"2404","1kmE4053N2972","1008","Waldbillig",0.0434782608695652,10,1782,0.00561167227833894,0,0,317654.227608265,322154.0488032,0,0,0
"2408","1kmE4053N2973","1008","Waldbillig",0.0434782608695652,74,1782,0.0415263748597082,6384.21345271841,6384.21345271841,317654.227608265,322154.0488032,0.0200979961790136,0.0198172690252869,86.273154766465
"2424","1kmE4053N2974","1008","Waldbillig",0.0434782608695652,317,1782,0.177890011223345,26546.9709160226,26546.9709160376,317654.227608265,322154.0488032,0.0835719112441995,0.082404585677751,83.7443877477528
"2233","1kmE4053N2975","1001","Beaufort",0.0769230769230769,8,2217,0.0036084799278304,393.175258533284,393.175258533284,223874.282491162,223874.282491162,0.00175623235575889,0.00175623235575889,49.1469073166605
"2225","1kmE4053N2976","1001","Beaufort",0.0769230769230769,136,2217,0.0613441587731168,13075.034366909,13075.034366909,223874.282491162,223874.282491162,0.0584034674345643,0.0584034674345643,96.1399585802136
"1498","1kmE4053N2977","0608","Reisdorf",0.0476190476190476,421,2157,0.195178488641632,55951.1967072815,55951.1967072815,243212.015435187,243212.015435187,0.230051120653584,0.230051120653584,132.90070476789
"1495","1kmE4053N2978","0608","Reisdorf",0.0476190476190476,23,2157,0.0106629578117756,0,0,243212.015435187,243212.015435187,0,0,0
"1497","1kmE4053N2979","0608","Reisdorf",0.0476190476190476,67,2157,0.0310616597125637,9851.39523215278,9851.39523215278,243212.015435187,243212.015435187,0.0405053805196481,0.0405053805196481,147.035749733624
"1511","1kmE4053N2980","0608","Reisdorf",0.0476190476190476,12,2157,0.00556328233657858,0,0,243212.015435187,243212.015435187,0,0,0
"2745","1kmE4054N2935","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2742","1kmE4054N2936","1206","Schengen",0.0263157894736842,241,4973,0.0484616931429721,31569.0569756458,31569.0569756458,897441.056229733,901113.270374324,0.0351767469924671,0.0350333948167603,130.991937658281
"2756","1kmE4054N2937","1206","Schengen",0.0263157894736842,69,4973,0.0138749245928011,13001.785056117,13001.785056117,897441.056229733,901113.270374324,0.0144876200680401,0.0144285801614219,188.431667479956
"2752","1kmE4054N2938","1206","Schengen",0.0263157894736842,398,4973,0.0800321737381862,78881.1358554532,78881.1358554532,897441.056229733,901113.270374324,0.0878956175538069,0.0875374255921077,198.193808682043
"2749","1kmE4054N2939","1206","Schengen",0.0263157894736842,516,4973,0.103760305650513,103861.596841803,103861.596841803,897441.056229733,901113.270374324,0.11573082836007,0.1152592024293,201.282164422099
"2766","1kmE4054N2940","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2716","1kmE4054N2941","1204","Mondorf-les-Bains",0.0625,0,5763,0,0,0,649655.429222369,660339.98394561,0,0,NA
"2681","1kmE4054N2942","1202","Dalheim",0.0555555555555556,34,2423,0.0140321914981428,5976.6621551224,5976.6621551224,434661.821774698,437788.369982373,0.013750142882851,0.0136519436442842,175.784181033012
"2652","1kmE4054N2943","1201","Bous",0.0666666666666667,33,1670,0.0197604790419162,6060.40758019462,6235.29207231179,334476.086044649,337491.967494366,0.0181191057688519,0.0184753791878495,188.948244615509
"2656","1kmE4054N2944","1201","Bous",0.0666666666666667,384,1670,0.229940119760479,80768.8204098101,80768.8204099357,334476.086044649,337491.967494366,0.24147861021977,0.239320719273961,210.335469817541
"2659","1kmE4054N2945","1201","Bous",0.0666666666666667,0,1670,0,0,0,334476.086044649,337491.967494366,0,0,NA
"2655","1kmE4054N2946","1201","Bous",0.0666666666666667,17,1670,0.0101796407185629,0,0,334476.086044649,337491.967494366,0,0,0
"2651","1kmE4054N2947","1201","Bous",0.0666666666666667,0,1670,0,0,0,334476.086044649,337491.967494366,0,0,NA
"2688","1kmE4054N2948","1203","Lenningen",0.05,7,2071,0.00338000965717045,0,0,338619.636837066,338619.636837072,0,0,0
"2686","1kmE4054N2949","1203","Lenningen",0.05,6,2071,0.00289715113471753,0,0,338619.636837066,338619.636837072,0,0,0
"2684","1kmE4054N2950","1203","Lenningen",0.05,343,2071,0.165620473201352,58186.1751924985,58186.1751924985,338619.636837066,338619.636837072,0.171833434516664,0.171833434516661,169.638994730316
"2687","1kmE4054N2951","1203","Lenningen",0.05,5,2071,0.00241429261226461,0,0,338619.636837066,338619.636837072,0,0,0
"2691","1kmE4054N2952","1203","Lenningen",0.05,0,2071,0,0,0,338619.636837066,338619.636837072,0,0,NA
"2485","1kmE4054N2953","1103","Flaxweiler",0.0333333333333333,0,2161,0,0,0,384431.718856496,400245.564468375,0,0,NA
"2445","1kmE4054N2954","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2447","1kmE4054N2955","1101","Betzdorf",0.0384615384615385,687,4106,0.167316122747199,109419.697547255,109419.69754717,602054.786225604,626765.021245185,0.181743754971583,0.174578500455861,159.271757710583
"2448","1kmE4054N2956","1101","Betzdorf",0.0384615384615385,285,4106,0.0694106186069167,74777.1398964078,74777.1398964078,602054.786225604,626765.021245185,0.124203214735988,0.119306498227755,262.37592946108
"2450","1kmE4054N2957","1101","Betzdorf",0.0384615384615385,1032,4106,0.251339503166098,140540.355833712,141993.173597267,602054.786225604,626765.021245185,0.233434496409847,0.226549294846051,137.590284493476
"2444","1kmE4054N2958","1101","Betzdorf",0.0384615384615385,165,4106,0.0401850949829518,31559.4262669922,31559.4262669922,602054.786225604,626765.021245185,0.052419525579797,0.0503528837718059,191.269250102983
"2427","1kmE4054N2959","1101","Betzdorf",0.0384615384615385,6,4106,0.00146127618119825,258.643860350177,258.643860350177,602054.786225604,626765.021245185,0.000429601867251425,0.000412664797145719,43.1073100583628
"2425","1kmE4054N2960","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2545","1kmE4054N2961","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2564","1kmE4054N2962","1105","Junglinster",0.0175438596491228,51,8450,0.00603550295857988,17499.6498694753,17499.6498694753,1257879.62977237,1329891.2394113,0.0139120226254415,0.0131587075325211,343.130389597554
"2552","1kmE4054N2963","1105","Junglinster",0.0175438596491228,93,8450,0.0110059171597633,23513.2303718993,23513.2303718993,1257879.62977237,1329891.2394113,0.0186927507333546,0.017680566406549,252.830434106445
"2529","1kmE4054N2964","1105","Junglinster",0.0175438596491228,142,8450,0.0168047337278107,36850.4232394473,41622.7580084235,1257879.62977237,1329891.2394113,0.0292956673812388,0.0312978661524596,293.118014143828
"2246","1kmE4054N2965","1002","Bech",0.0357142857142857,2,1400,0.00142857142857143,0,0,244058.506936777,249149.225529868,0,0,0
"2244","1kmE4054N2966","1002","Bech",0.0357142857142857,14,1400,0.01,1866.37288251892,1866.3728825219,244058.506936777,249149.225529868,0.00764723551718849,0.0074909840821406,133.312348751564
"2307","1kmE4054N2967","1004","Consdorf",0.0416666666666667,40,2188,0.0182815356489945,18726.39942196,18726.3994220406,341791.767009834,348581.516025883,0.0547889131028169,0.0537217223550377,468.159985551015
"2290","1kmE4054N2968","1004","Consdorf",0.0416666666666667,29,2188,0.013254113345521,15671.7216734655,15671.7216734655,341791.767009834,348581.516025883,0.0458516652129149,0.0449585561854687,540.404195636742
"2288","1kmE4054N2969","1004","Consdorf",0.0416666666666667,58,2188,0.026508226691042,11908.0741341587,12929.7079230879,341791.767009834,348581.516025883,0.034840143278864,0.0370923509384468,222.925998673928
"2410","1kmE4054N2970","1008","Waldbillig",0.0434782608695652,4,1782,0.00224466891133558,0,0,317654.227608265,322154.0488032,0,0,0
"2422","1kmE4054N2971","1008","Waldbillig",0.0434782608695652,5,1782,0.00280583613916947,1259.17729815254,1259.17729815254,317654.227608265,322154.0488032,0.00396398721853428,0.00390861857186143,251.835459630508
"2403","1kmE4054N2972","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2416","1kmE4054N2973","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2417","1kmE4054N2974","1008","Waldbillig",0.0434782608695652,0,1782,0,40.3509037002921,40.3509037002921,317654.227608265,322154.0488032,0.00012702775594743,0.00012525344272467,Inf
"2224","1kmE4054N2975","1001","Beaufort",0.0769230769230769,1123,2217,0.506540369869193,139218.415534486,139218.415534486,223874.282491162,223874.282491162,0.621859795530476,0.621859795530476,123.9700939755
"2222","1kmE4054N2976","1001","Beaufort",0.0769230769230769,615,2217,0.277401894451962,56920.8547387405,56920.8547387405,223874.282491162,223874.282491162,0.254253655691728,0.254253655691728,92.5542353475455
"1501","1kmE4054N2977","0608","Reisdorf",0.0476190476190476,65,2157,0.0301344459898007,15681.1713554332,15681.1713554332,243212.015435187,243212.015435187,0.0644753151992692,0.0644753151992692,241.248790083588
"1496","1kmE4054N2978","0608","Reisdorf",0.0476190476190476,80,2157,0.0370885489105239,12701.0603059982,12701.0603059982,243212.015435187,243212.015435187,0.0522221744812723,0.0522221744812723,158.763253824978
"1494","1kmE4054N2979","0608","Reisdorf",0.0476190476190476,61,2157,0.0282800185442745,1704.27939264551,1704.27939264551,243212.015435187,243212.015435187,0.00700738156211561,0.00700738156211561,27.9390064368116
"1502","1kmE4054N2980","0608","Reisdorf",0.0476190476190476,461,2157,0.213722763096894,19292.4419641886,19292.4419641886,243212.015435187,243212.015435187,0.0793235561560066,0.0793235561560066,41.8491148897801
"2768","1kmE4055N2934","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2764","1kmE4055N2935","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2758","1kmE4055N2936","1206","Schengen",0.0263157894736842,2,4973,0.000402171727327569,2205.24432964623,2205.24432964623,897441.056229733,901113.270374324,0.00245725812780479,0.00244724431672188,1102.62216482311
"2759","1kmE4055N2937","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2751","1kmE4055N2938","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2736","1kmE4055N2939","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2757","1kmE4055N2940","1206","Schengen",0.0263157894736842,0,4973,0,0,0,897441.056229733,901113.270374324,0,0,NA
"2754","1kmE4055N2941","1206","Schengen",0.0263157894736842,70,4973,0.0140760104564649,20678.2370822075,20678.2370822075,897441.056229733,901113.270374324,0.0230413317272105,0.0229474337600396,295.403386888678
"2653","1kmE4055N2942","1201","Bous",0.0666666666666667,83,1670,0.0497005988023952,19428.519220849,19428.519220849,334476.086044649,337491.967494366,0.0580864224124397,0.0575673529805517,234.078544829506
"2660","1kmE4055N2943","1201","Bous",0.0666666666666667,517,1670,0.309580838323353,95522.5775816074,98363.5745390809,334476.086044649,337491.967494366,0.285588661094462,0.291454564887453,190.258364679073
"2658","1kmE4055N2944","1201","Bous",0.0666666666666667,570,1670,0.341317365269461,102127.09786854,102127.09786854,334476.086044649,337491.967494366,0.30533452802634,0.302606010527482,179.17034713779
"2665","1kmE4055N2945","1201","Bous",0.0666666666666667,3,1670,0.00179640718562874,0,0,334476.086044649,337491.967494366,0,0,0
"2657","1kmE4055N2946","1201","Bous",0.0666666666666667,0,1670,0,0,0,334476.086044649,337491.967494366,0,0,NA
"2778","1kmE4055N2947","1207","Stadtbredimus",0.0714285714285714,0,2386,0,0,0,323191.180043897,337413.462200138,0,0,NA
"2780","1kmE4055N2948","1207","Stadtbredimus",0.0714285714285714,0,2386,0,0,0,323191.180043897,337413.462200138,0,0,NA
"2690","1kmE4055N2949","1203","Lenningen",0.05,0,2071,0,0,0,338619.636837066,338619.636837072,0,0,NA
"2700","1kmE4055N2950","1203","Lenningen",0.05,1090,2071,0.526315789473684,170874.6328784,170874.632878406,338619.636837066,338619.636837072,0.504621156866399,0.504621156866407,156.76571823707
"2703","1kmE4055N2951","1203","Lenningen",0.05,143,2071,0.0690487687107677,25949.8156428158,25949.8156428158,338619.636837066,338619.636837072,0.0766341133822136,0.0766341133822123,181.467242257453
"2701","1kmE4055N2952","1203","Lenningen",0.05,18,2071,0.00869145340415258,0,0,338619.636837066,338619.636837072,0,0,0
"2474","1kmE4055N2953","1103","Flaxweiler",0.0333333333333333,0,2161,0,0,0,384431.718856496,400245.564468375,0,0,NA
"2476","1kmE4055N2954","1103","Flaxweiler",0.0333333333333333,0,2161,0,0,0,384431.718856496,400245.564468375,0,0,NA
"2431","1kmE4055N2955","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2486","1kmE4055N2956","1103","Flaxweiler",0.0333333333333333,0,2161,0,0,0,384431.718856496,400245.564468375,0,0,NA
"2442","1kmE4055N2957","1101","Betzdorf",0.0384615384615385,1,4106,0.000243546030199708,0,0,602054.786225604,626765.021245185,0,0,0
"2429","1kmE4055N2958","1101","Betzdorf",0.0384615384615385,334,4106,0.0813443740867024,56217.7187598038,56217.7187598038,602054.786225604,626765.021245185,0.0933764169740156,0.0896950481507677,168.316523232946
"2428","1kmE4055N2959","1101","Betzdorf",0.0384615384615385,0,4106,0,0,0,602054.786225604,626765.021245185,0,0,NA
"2472","1kmE4055N2960","1102","Biwer",0.0434782608695652,0,1906,0,0,0,412096.254830404,412711.594749335,0,0,NA
"2567","1kmE4055N2961","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2572","1kmE4055N2962","1105","Junglinster",0.0175438596491228,149,8450,0.0176331360946746,18387.6455851328,28738.3059442741,1257879.62977237,1329891.2394113,0.0146179691203523,0.021609515945827,192.874536538753
"2565","1kmE4055N2963","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2559","1kmE4055N2964","1105","Junglinster",0.0175438596491228,0,8450,0,0,0,1257879.62977237,1329891.2394113,0,0,NA
"2239","1kmE4055N2965","1002","Bech",0.0357142857142857,143,1400,0.102142857142857,31370.121757434,31370.121757434,244058.506936777,249149.225529868,0.128535252268671,0.125908967570414,219.371480821217
"2234","1kmE4055N2966","1002","Bech",0.0357142857142857,63,1400,0.045,11808.3984447641,11808.3984447641,244058.506936777,249149.225529868,0.0483834740815776,0.0473948832056414,187.434895948636
"2242","1kmE4055N2967","1002","Bech",0.0357142857142857,0,1400,0,0,0,244058.506936777,249149.225529868,0,0,NA
"2305","1kmE4055N2968","1004","Consdorf",0.0416666666666667,0,2188,0,0,0,341791.767009834,348581.516025883,0,0,NA
"2287","1kmE4055N2969","1004","Consdorf",0.0416666666666667,71,2188,0.0324497257769653,4019.42316824927,8700.48314759575,341791.767009834,348581.516025883,0.0117598595291314,0.0249596801539808,122.54201616332
"2294","1kmE4055N2970","1004","Consdorf",0.0416666666666667,43,2188,0.0196526508226691,5107.26880371356,5107.26880371356,341791.767009834,348581.516025883,0.0149426326104766,0.0146515766582825,118.773693109618
"2423","1kmE4055N2971","1008","Waldbillig",0.0434782608695652,4,1782,0.00224466891133558,472.551036167517,472.551036167517,317654.227608265,322154.0488032,0.00148762709605828,0.00146684804342221,118.137759041879
"2421","1kmE4055N2972","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2418","1kmE4055N2973","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2414","1kmE4055N2974","1008","Waldbillig",0.0434782608695652,0,1782,0,0,0,317654.227608265,322154.0488032,0,0,NA
"2230","1kmE4055N2975","1001","Beaufort",0.0769230769230769,6,2217,0.0027063599458728,0,0,223874.282491162,223874.282491162,0,0,0
"2229","1kmE4055N2976","1001","Beaufort",0.0769230769230769,0,2217,0,0,0,223874.282491162,223874.282491162,0,0,NA
"1505","1kmE4055N2977","0608","Reisdorf",0.0476190476190476,0,2157,0,0,0,243212.015435187,243212.015435187,0,0,NA
"1503","1kmE4055N2978","0608","Reisdorf",0.0476190476190476,8,2157,0.00370885489105239,1528.59240233488,1528.59240233488,243212.015435187,243212.015435187,0.00628502008669154,0.00628502008669154,191.07405029186
